ano;regiao;uf;local_obito;faixa_etaria;sexo;quant_obitos;quant_populacao
2021;Nordeste;PI;DOMICILIO;50 - 59;M;3;3289290
2021;Nordeste;PI;DOMICILIO;60 - 69;F;5;3289290
2021;Nordeste;PI;DOMICILIO;60 - 69;M;6;3289290
2021;Nordeste;PI;DOMICILIO;70 - 79;F;8;3289290
2021;Nordeste;PI;DOMICILIO;70 - 79;M;6;3289290
2021;Nordeste;PI;DOMICILIO;80 - 89;F;12;3289290
2021;Nordeste;PI;DOMICILIO;80 - 89;M;16;3289290
2021;Nordeste;PI;DOMICILIO;90 - 99;F;10;3289290
2021;Nordeste;PI;DOMICILIO;90 - 99;M;12;3289290
2021;Nordeste;PI;DOMICILIO;> 100;F;2;3289290
2021;Nordeste;PI;DOMICILIO;> 100;M;1;3289290
2021;Nordeste;PI;HOSPITAL;10 - 19;F;2;3289290
2021;Nordeste;PI;HOSPITAL;10 - 19;M;2;3289290
2021;Nordeste;PI;HOSPITAL;20 - 29;F;20;3289290
2021;Nordeste;PI;HOSPITAL;20 - 29;M;25;3289290
2021;Nordeste;PI;HOSPITAL;30 - 39;F;55;3289290
2021;Nordeste;PI;HOSPITAL;30 - 39;M;109;3289290
2021;Nordeste;PI;HOSPITAL;40 - 49;F;113;3289290
2021;Nordeste;PI;HOSPITAL;40 - 49;M;206;3289290
2021;Nordeste;PI;HOSPITAL;50 - 59;F;189;3289290
2021;Nordeste;PI;HOSPITAL;50 - 59;M;311;3289290
2021;Nordeste;PI;HOSPITAL;60 - 69;F;333;3289290
2021;Nordeste;PI;HOSPITAL;60 - 69;M;442;3289290
2021;Nordeste;PI;HOSPITAL;70 - 79;F;407;3289290
2021;Nordeste;PI;HOSPITAL;70 - 79;M;512;3289290
2021;Nordeste;PI;HOSPITAL;80 - 89;F;316;3289290
2021;Nordeste;PI;HOSPITAL;80 - 89;M;377;3289290
2021;Nordeste;PI;HOSPITAL;90 - 99;F;113;3289290
2021;Nordeste;PI;HOSPITAL;90 - 99;M;115;3289290
2021;Nordeste;PI;HOSPITAL;< 9;F;7;3289290
2021;Nordeste;PI;HOSPITAL;< 9;M;3;3289290
2021;Nordeste;PI;HOSPITAL;> 100;F;9;3289290
2021;Nordeste;PI;HOSPITAL;> 100;M;10;3289290
2021;Nordeste;PI;HOSPITAL;N/I;F;8;3289290
2021;Nordeste;PI;HOSPITAL;N/I;M;2;3289290
2021;Nordeste;PI;IGNORADO;30 - 39;M;1;3289290
2021;Nordeste;PI;IGNORADO;60 - 69;M;1;3289290
2021;Nordeste;PI;IGNORADO;70 - 79;M;1;3289290
2021;Nordeste;PI;OUTRO;20 - 29;F;1;3289290
2021;Nordeste;PI;OUTRO;30 - 39;M;2;3289290
2021;Nordeste;PI;OUTRO;50 - 59;F;2;3289290
2021;Nordeste;PI;OUTRO;60 - 69;F;3;3289290
2021;Nordeste;PI;OUTRO;60 - 69;M;2;3289290
2021;Nordeste;PI;OUTRO;70 - 79;M;1;3289290
2021;Nordeste;PI;OUTRO;80 - 89;F;1;3289290
2021;Nordeste;PI;OUTRO;80 - 89;M;1;3289290
2021;Nordeste;PI;OUTRO;90 - 99;F;1;3289290
2021;Nordeste;PI;OUTRO;< 9;F;1;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;40 - 49;M;1;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;50 - 59;M;1;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;60 - 69;F;3;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;70 - 79;F;1;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;70 - 79;M;3;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;80 - 89;F;4;3289290
2021;Nordeste;PI;OUTROS_SERVICOS_SAUDE;80 - 89;M;2;3289290
2021;Nordeste;PI;VIA_PUBLICA;20 - 29;F;1;3289290
2021;Nordeste;PI;VIA_PUBLICA;40 - 49;M;1;3289290
2021;Nordeste;PI;VIA_PUBLICA;60 - 69;F;1;3289290
2021;Nordeste;PI;VIA_PUBLICA;70 - 79;F;1;3289290
2021;Nordeste;PI;VIA_PUBLICA;70 - 79;M;2;3289290
2021;Nordeste;PI;VIA_PUBLICA;80 - 89;F;1;3289290
2021;Nordeste;PI;VIA_PUBLICA;80 - 89;M;2;3289290
2021;Nordeste;RN;DOMICILIO;30 - 39;F;1;3560903
2021;Nordeste;RN;DOMICILIO;30 - 39;M;3;3560903
2021;Nordeste;RN;DOMICILIO;40 - 49;F;1;3560903
2021;Nordeste;RN;DOMICILIO;40 - 49;M;7;3560903
2021;Nordeste;RN;DOMICILIO;50 - 59;F;2;3560903
2021;Nordeste;RN;DOMICILIO;50 - 59;M;9;3560903
2021;Nordeste;RN;DOMICILIO;60 - 69;F;5;3560903
2021;Nordeste;RN;DOMICILIO;60 - 69;M;7;3560903
2021;Nordeste;RN;DOMICILIO;70 - 79;F;6;3560903
2021;Nordeste;RN;DOMICILIO;70 - 79;M;10;3560903
2021;Nordeste;RN;DOMICILIO;80 - 89;F;12;3560903
2021;Nordeste;RN;DOMICILIO;80 - 89;M;7;3560903
2021;Nordeste;RN;DOMICILIO;90 - 99;F;9;3560903
2021;Nordeste;RN;DOMICILIO;90 - 99;M;7;3560903
2021;Nordeste;RN;DOMICILIO;> 100;F;1;3560903
2021;Nordeste;RN;DOMICILIO;> 100;M;1;3560903
2021;Nordeste;RN;HOSPITAL;10 - 19;F;1;3560903
2021;Nordeste;RN;HOSPITAL;10 - 19;M;2;3560903
2021;Nordeste;RN;HOSPITAL;20 - 29;F;43;3560903
2021;Nordeste;RN;HOSPITAL;20 - 29;M;37;3560903
2021;Nordeste;RN;HOSPITAL;30 - 39;F;100;3560903
2021;Nordeste;RN;HOSPITAL;30 - 39;M;116;3560903
2021;Nordeste;RN;HOSPITAL;40 - 49;F;200;3560903
2021;Nordeste;RN;HOSPITAL;40 - 49;M;272;3560903
2021;Nordeste;RN;HOSPITAL;50 - 59;F;311;3560903
2021;Nordeste;RN;HOSPITAL;50 - 59;M;390;3560903
2021;Nordeste;RN;HOSPITAL;60 - 69;F;405;3560903
2021;Nordeste;RN;HOSPITAL;60 - 69;M;476;3560903
2021;Nordeste;RN;HOSPITAL;70 - 79;F;403;3560903
2021;Nordeste;RN;HOSPITAL;70 - 79;M;475;3560903
2021;Nordeste;RN;HOSPITAL;80 - 89;F;342;3560903
2021;Nordeste;RN;HOSPITAL;80 - 89;M;351;3560903
2021;Nordeste;RN;HOSPITAL;90 - 99;F;160;3560903
2021;Nordeste;RN;HOSPITAL;90 - 99;M;124;3560903
2021;Nordeste;RN;HOSPITAL;< 9;F;10;3560903
2021;Nordeste;RN;HOSPITAL;< 9;M;6;3560903
2021;Nordeste;RN;HOSPITAL;> 100;F;15;3560903
2021;Nordeste;RN;HOSPITAL;> 100;M;15;3560903
2021;Nordeste;RN;HOSPITAL;N/I;F;5;3560903
2021;Nordeste;RN;HOSPITAL;N/I;M;7;3560903
2021;Nordeste;RN;IGNORADO;30 - 39;F;1;3560903
2021;Nordeste;RN;IGNORADO;40 - 49;F;2;3560903
2021;Nordeste;RN;IGNORADO;50 - 59;F;1;3560903
2021;Nordeste;RN;IGNORADO;60 - 69;M;1;3560903
2021;Nordeste;RN;IGNORADO;70 - 79;F;3;3560903
2021;Nordeste;RN;IGNORADO;70 - 79;M;2;3560903
2021;Nordeste;RN;IGNORADO;80 - 89;F;1;3560903
2021;Nordeste;RN;IGNORADO;80 - 89;M;2;3560903
2021;Nordeste;RN;IGNORADO;90 - 99;F;1;3560903
2021;Nordeste;RN;OUTRO;40 - 49;M;1;3560903
2021;Nordeste;RN;OUTRO;50 - 59;F;1;3560903
2021;Nordeste;RN;OUTRO;60 - 69;F;1;3560903
2021;Nordeste;RN;OUTRO;60 - 69;M;2;3560903
2021;Nordeste;RN;OUTRO;70 - 79;F;1;3560903
2021;Nordeste;RN;OUTRO;80 - 89;F;1;3560903
2021;Nordeste;RN;OUTRO;80 - 89;M;4;3560903
2021;Nordeste;RN;OUTRO;90 - 99;F;1;3560903
2021;Nordeste;RN;OUTRO;> 100;F;1;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;30 - 39;F;1;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;30 - 39;M;1;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;40 - 49;F;4;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;40 - 49;M;2;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;50 - 59;F;9;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;50 - 59;M;7;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;60 - 69;F;10;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;60 - 69;M;7;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;70 - 79;F;8;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;70 - 79;M;8;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;80 - 89;F;18;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;80 - 89;M;7;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;90 - 99;F;1;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;90 - 99;M;3;3560903
2021;Nordeste;RN;OUTROS_SERVICOS_SAUDE;N/I;M;1;3560903
2021;Nordeste;RN;VIA_PUBLICA;40 - 49;M;1;3560903
2021;Nordeste;RN;VIA_PUBLICA;50 - 59;M;2;3560903
2021;Nordeste;RN;VIA_PUBLICA;60 - 69;M;1;3560903
2021;Nordeste;RN;VIA_PUBLICA;70 - 79;F;1;3560903
2021;Nordeste;RN;VIA_PUBLICA;70 - 79;M;1;3560903
2021;Nordeste;RN;VIA_PUBLICA;80 - 89;F;1;3560903
2021;Nordeste;SE;AMBULANCIA;70 - 79;F;1;2338474
2021;Nordeste;SE;DOMICILIO;10 - 19;M;2;2338474
2021;Nordeste;SE;DOMICILIO;30 - 39;M;4;2338474
2021;Nordeste;SE;DOMICILIO;40 - 49;F;1;2338474
2021;Nordeste;SE;DOMICILIO;40 - 49;M;8;2338474
2021;Nordeste;SE;DOMICILIO;50 - 59;F;6;2338474
2021;Nordeste;SE;DOMICILIO;50 - 59;M;10;2338474
2021;Nordeste;SE;DOMICILIO;60 - 69;F;6;2338474
2021;Nordeste;SE;DOMICILIO;60 - 69;M;5;2338474
2021;Nordeste;SE;DOMICILIO;70 - 79;F;11;2338474
2021;Nordeste;SE;DOMICILIO;70 - 79;M;13;2338474
2021;Nordeste;SE;DOMICILIO;80 - 89;F;10;2338474
2021;Nordeste;SE;DOMICILIO;80 - 89;M;12;2338474
2021;Nordeste;SE;DOMICILIO;90 - 99;F;12;2338474
2021;Nordeste;SE;DOMICILIO;90 - 99;M;4;2338474
2021;Nordeste;SE;DOMICILIO;< 9;F;1;2338474
2021;Nordeste;SE;DOMICILIO;< 9;M;1;2338474
2021;Nordeste;SE;DOMICILIO;> 100;F;2;2338474
2021;Nordeste;SE;DOMICILIO;> 100;M;1;2338474
2021;Nordeste;SE;HOSPITAL;10 - 19;F;4;2338474
2021;Nordeste;SE;HOSPITAL;10 - 19;M;7;2338474
2021;Nordeste;SE;HOSPITAL;20 - 29;F;17;2338474
2021;Nordeste;SE;HOSPITAL;20 - 29;M;13;2338474
2021;Nordeste;SE;HOSPITAL;30 - 39;F;50;2338474
2021;Nordeste;SE;HOSPITAL;30 - 39;M;111;2338474
2021;Nordeste;SE;HOSPITAL;40 - 49;F;130;2338474
2021;Nordeste;SE;HOSPITAL;40 - 49;M;202;2338474
2021;Nordeste;SE;HOSPITAL;50 - 59;F;252;2338474
2021;Nordeste;SE;HOSPITAL;50 - 59;M;300;2338474
2021;Nordeste;SE;HOSPITAL;60 - 69;F;261;2338474
2021;Nordeste;SE;HOSPITAL;60 - 69;M;399;2338474
2021;Nordeste;SE;HOSPITAL;70 - 79;F;292;2338474
2021;Nordeste;SE;HOSPITAL;70 - 79;I;1;2338474
2021;Nordeste;SE;HOSPITAL;70 - 79;M;339;2338474
2021;Nordeste;SE;HOSPITAL;80 - 89;F;229;2338474
2021;Nordeste;SE;HOSPITAL;80 - 89;M;192;2338474
2021;Nordeste;SE;HOSPITAL;90 - 99;F;94;2338474
2021;Nordeste;SE;HOSPITAL;90 - 99;M;64;2338474
2021;Nordeste;SE;HOSPITAL;< 9;F;16;2338474
2021;Nordeste;SE;HOSPITAL;< 9;M;11;2338474
2021;Nordeste;SE;HOSPITAL;> 100;F;5;2338474
2021;Nordeste;SE;HOSPITAL;> 100;M;3;2338474
2021;Nordeste;SE;HOSPITAL;N/I;F;6;2338474
2021;Nordeste;SE;HOSPITAL;N/I;M;7;2338474
2021;Nordeste;SE;IGNORADO;40 - 49;M;1;2338474
2021;Nordeste;SE;IGNORADO;50 - 59;F;1;2338474
2021;Nordeste;SE;IGNORADO;60 - 69;F;2;2338474
2021;Nordeste;SE;IGNORADO;60 - 69;M;4;2338474
2021;Nordeste;SE;IGNORADO;70 - 79;F;2;2338474
2021;Nordeste;SE;IGNORADO;70 - 79;M;1;2338474
2021;Nordeste;SE;IGNORADO;80 - 89;F;2;2338474
2021;Nordeste;SE;IGNORADO;80 - 89;M;3;2338474
2021;Nordeste;SE;OUTRO;50 - 59;F;1;2338474
2021;Nordeste;SE;OUTRO;50 - 59;M;1;2338474
2021;Nordeste;SE;OUTRO;70 - 79;M;2;2338474
2021;Nordeste;SE;OUTRO;90 - 99;M;1;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;10 - 19;F;2;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;30 - 39;F;3;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;30 - 39;M;4;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;40 - 49;F;4;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;40 - 49;M;4;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;50 - 59;F;4;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;50 - 59;M;14;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;60 - 69;F;4;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;60 - 69;M;13;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;70 - 79;F;7;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;70 - 79;M;9;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;80 - 89;F;16;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;80 - 89;M;23;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;90 - 99;F;7;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;90 - 99;M;5;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;< 9;F;1;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;< 9;M;1;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;> 100;F;1;2338474
2021;Nordeste;SE;OUTROS_SERVICOS_SAUDE;> 100;M;2;2338474
2021;Nordeste;SE;VIA_PUBLICA;50 - 59;M;1;2338474
2021;Nordeste;SE;VIA_PUBLICA;60 - 69;M;1;2338474
2021;Nordeste;SE;VIA_PUBLICA;70 - 79;F;1;2338474
2021;Nordeste;SE;VIA_PUBLICA;80 - 89;F;1;2338474
2021;Nordeste;SE;VIA_PUBLICA;80 - 89;M;1;2338474
2021;Norte;AC;DOMICILIO;20 - 29;M;1;906876
2021;Norte;AC;DOMICILIO;40 - 49;M;3;906876
2021;Norte;AC;DOMICILIO;50 - 59;F;1;906876
2021;Norte;AC;DOMICILIO;60 - 69;F;3;906876
2021;Norte;AC;DOMICILIO;60 - 69;M;2;906876
2021;Norte;AC;DOMICILIO;70 - 79;F;3;906876
2021;Norte;AC;DOMICILIO;70 - 79;M;3;906876
2021;Norte;AC;DOMICILIO;80 - 89;F;4;906876
2021;Norte;AC;DOMICILIO;80 - 89;M;4;906876
2021;Norte;AC;DOMICILIO;90 - 99;F;4;906876
2021;Norte;AC;DOMICILIO;90 - 99;M;5;906876
2021;Norte;AC;DOMICILIO;> 100;M;1;906876
2021;Norte;AC;DOMICILIO;N/I;M;1;906876
2021;Norte;AC;HOSPITAL;10 - 19;F;1;906876
2021;Norte;AC;HOSPITAL;10 - 19;M;2;906876
2021;Norte;AC;HOSPITAL;20 - 29;F;12;906876
2021;Norte;AC;HOSPITAL;20 - 29;M;7;906876
2021;Norte;AC;HOSPITAL;30 - 39;F;26;906876
2021;Norte;AC;HOSPITAL;30 - 39;M;31;906876
2021;Norte;AC;HOSPITAL;40 - 49;F;60;906876
2021;Norte;AC;HOSPITAL;40 - 49;M;88;906876
2021;Norte;AC;HOSPITAL;50 - 59;F;83;906876
2021;Norte;AC;HOSPITAL;50 - 59;M;114;906876
2021;Norte;AC;HOSPITAL;60 - 69;F;134;906876
2021;Norte;AC;HOSPITAL;60 - 69;M;149;906876
2021;Norte;AC;HOSPITAL;70 - 79;F;112;906876
2021;Norte;AC;HOSPITAL;70 - 79;M;164;906876
2021;Norte;AC;HOSPITAL;80 - 89;F;76;906876
2021;Norte;AC;HOSPITAL;80 - 89;M;101;906876
2021;Norte;AC;HOSPITAL;90 - 99;F;18;906876
2021;Norte;AC;HOSPITAL;90 - 99;M;24;906876
2021;Norte;AC;HOSPITAL;< 9;F;4;906876
2021;Norte;AC;HOSPITAL;< 9;M;5;906876
2021;Norte;AC;HOSPITAL;> 100;F;3;906876
2021;Norte;AC;HOSPITAL;> 100;M;1;906876
2021;Norte;AC;HOSPITAL;N/I;F;9;906876
2021;Norte;AC;HOSPITAL;N/I;I;9;906876
2021;Norte;AC;HOSPITAL;N/I;M;6;906876
2021;Norte;AC;OUTRO;40 - 49;M;1;906876
2021;Norte;AC;OUTRO;70 - 79;M;1;906876
2021;Norte;AC;OUTRO;80 - 89;M;1;906876
2021;Norte;AC;OUTRO;90 - 99;F;3;906876
2021;Norte;AC;OUTRO;90 - 99;M;1;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;40 - 49;M;2;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;50 - 59;F;1;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;60 - 69;F;2;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;60 - 69;M;1;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;80 - 89;M;1;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;90 - 99;F;1;906876
2021;Norte;AC;OUTROS_SERVICOS_SAUDE;< 9;M;1;906876
2021;Norte;AC;VIA_PUBLICA;40 - 49;F;1;906876
2021;Norte;AM;AMBULANCIA;50 - 59;F;1;4269995
2021;Norte;AM;DOMICILIO;10 - 19;M;1;4269995
2021;Norte;AM;DOMICILIO;20 - 29;F;3;4269995
2021;Norte;AM;DOMICILIO;20 - 29;M;3;4269995
2021;Norte;AM;DOMICILIO;30 - 39;F;6;4269995
2021;Norte;AM;DOMICILIO;30 - 39;M;10;4269995
2021;Norte;AM;DOMICILIO;40 - 49;F;6;4269995
2021;Norte;AM;DOMICILIO;40 - 49;M;12;4269995
2021;Norte;AM;DOMICILIO;50 - 59;F;11;4269995
2021;Norte;AM;DOMICILIO;50 - 59;M;22;4269995
2021;Norte;AM;DOMICILIO;60 - 69;F;20;4269995
2021;Norte;AM;DOMICILIO;60 - 69;M;49;4269995
2021;Norte;AM;DOMICILIO;70 - 79;F;31;4269995
2021;Norte;AM;DOMICILIO;70 - 79;M;52;4269995
2021;Norte;AM;DOMICILIO;80 - 89;F;43;4269995
2021;Norte;AM;DOMICILIO;80 - 89;M;47;4269995
2021;Norte;AM;DOMICILIO;90 - 99;F;29;4269995
2021;Norte;AM;DOMICILIO;90 - 99;M;26;4269995
2021;Norte;AM;DOMICILIO;< 9;F;1;4269995
2021;Norte;AM;DOMICILIO;> 100;F;4;4269995
2021;Norte;AM;DOMICILIO;> 100;M;1;4269995
2021;Norte;AM;HOSPITAL;10 - 19;F;5;4269995
2021;Norte;AM;HOSPITAL;10 - 19;M;4;4269995
2021;Norte;AM;HOSPITAL;20 - 29;F;37;4269995
2021;Norte;AM;HOSPITAL;20 - 29;M;38;4269995
2021;Norte;AM;HOSPITAL;30 - 39;F;118;4269995
2021;Norte;AM;HOSPITAL;30 - 39;M;181;4269995
2021;Norte;AM;HOSPITAL;40 - 49;F;281;4269995
2021;Norte;AM;HOSPITAL;40 - 49;M;391;4269995
2021;Norte;AM;HOSPITAL;50 - 59;F;444;4269995
2021;Norte;AM;HOSPITAL;50 - 59;M;621;4269995
2021;Norte;AM;HOSPITAL;60 - 69;F;683;4269995
2021;Norte;AM;HOSPITAL;60 - 69;M;828;4269995
2021;Norte;AM;HOSPITAL;70 - 79;F;596;4269995
2021;Norte;AM;HOSPITAL;70 - 79;M;693;4269995
2021;Norte;AM;HOSPITAL;80 - 89;F;364;4269995
2021;Norte;AM;HOSPITAL;80 - 89;M;431;4269995
2021;Norte;AM;HOSPITAL;90 - 99;F;136;4269995
2021;Norte;AM;HOSPITAL;90 - 99;M;99;4269995
2021;Norte;AM;HOSPITAL;< 9;F;13;4269995
2021;Norte;AM;HOSPITAL;< 9;M;19;4269995
2021;Norte;AM;HOSPITAL;> 100;F;11;4269995
2021;Norte;AM;HOSPITAL;> 100;M;10;4269995
2021;Norte;AM;HOSPITAL;N/I;F;1;4269995
2021;Norte;AM;OUTRO;10 - 19;M;1;4269995
2021;Norte;AM;OUTRO;20 - 29;F;7;4269995
2021;Norte;AM;OUTRO;20 - 29;M;2;4269995
2021;Norte;AM;OUTRO;30 - 39;F;5;4269995
2021;Norte;AM;OUTRO;30 - 39;M;6;4269995
2021;Norte;AM;OUTRO;40 - 49;F;19;4269995
2021;Norte;AM;OUTRO;40 - 49;M;21;4269995
2021;Norte;AM;OUTRO;50 - 59;F;23;4269995
2021;Norte;AM;OUTRO;50 - 59;M;33;4269995
2021;Norte;AM;OUTRO;60 - 69;F;29;4269995
2021;Norte;AM;OUTRO;60 - 69;M;52;4269995
2021;Norte;AM;OUTRO;70 - 79;F;23;4269995
2021;Norte;AM;OUTRO;70 - 79;M;42;4269995
2021;Norte;AM;OUTRO;80 - 89;F;16;4269995
2021;Norte;AM;OUTRO;80 - 89;M;27;4269995
2021;Norte;AM;OUTRO;90 - 99;F;5;4269995
2021;Norte;AM;OUTRO;90 - 99;M;6;4269995
2021;Norte;AM;OUTRO;< 9;F;4;4269995
2021;Norte;AM;OUTRO;< 9;M;1;4269995
2021;Norte;AM;OUTRO;> 100;M;1;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;10 - 19;F;1;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;30 - 39;F;1;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;40 - 49;F;3;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;40 - 49;M;4;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;50 - 59;F;1;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;50 - 59;M;5;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;60 - 69;F;3;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;60 - 69;M;6;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;70 - 79;F;5;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;70 - 79;M;6;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;80 - 89;F;1;4269995
2021;Norte;AM;OUTROS_SERVICOS_SAUDE;80 - 89;M;3;4269995
2021;Norte;AM;POSTO_SAUDE;40 - 49;M;1;4269995
2021;Norte;AM;VIA_PUBLICA;60 - 69;M;1;4269995
2021;Norte;AP;DOMICILIO;30 - 39;M;1;877613
2021;Norte;AP;DOMICILIO;40 - 49;M;1;877613
2021;Norte;AP;DOMICILIO;60 - 69;F;1;877613
2021;Norte;AP;DOMICILIO;60 - 69;M;3;877613
2021;Norte;AP;DOMICILIO;70 - 79;F;1;877613
2021;Norte;AP;DOMICILIO;80 - 89;F;2;877613
2021;Norte;AP;DOMICILIO;80 - 89;M;3;877613
2021;Norte;AP;DOMICILIO;90 - 99;F;1;877613
2021;Norte;AP;DOMICILIO;> 100;M;1;877613
2021;Norte;AP;HOSPITAL;10 - 19;M;2;877613
2021;Norte;AP;HOSPITAL;20 - 29;F;9;877613
2021;Norte;AP;HOSPITAL;20 - 29;M;4;877613
2021;Norte;AP;HOSPITAL;30 - 39;F;23;877613
2021;Norte;AP;HOSPITAL;30 - 39;M;22;877613
2021;Norte;AP;HOSPITAL;40 - 49;F;34;877613
2021;Norte;AP;HOSPITAL;40 - 49;M;74;877613
2021;Norte;AP;HOSPITAL;50 - 59;F;58;877613
2021;Norte;AP;HOSPITAL;50 - 59;M;99;877613
2021;Norte;AP;HOSPITAL;60 - 69;F;92;877613
2021;Norte;AP;HOSPITAL;60 - 69;M;111;877613
2021;Norte;AP;HOSPITAL;70 - 79;F;62;877613
2021;Norte;AP;HOSPITAL;70 - 79;M;90;877613
2021;Norte;AP;HOSPITAL;80 - 89;F;38;877613
2021;Norte;AP;HOSPITAL;80 - 89;M;52;877613
2021;Norte;AP;HOSPITAL;90 - 99;F;13;877613
2021;Norte;AP;HOSPITAL;90 - 99;M;14;877613
2021;Norte;AP;HOSPITAL;< 9;F;1;877613
2021;Norte;AP;HOSPITAL;< 9;M;3;877613
2021;Norte;AP;HOSPITAL;> 100;M;3;877613
2021;Norte;AP;IGNORADO;20 - 29;F;1;877613
2021;Norte;AP;IGNORADO;70 - 79;M;1;877613
2021;Norte;AP;OUTRO;50 - 59;M;1;877613
2021;Norte;AP;OUTRO;80 - 89;F;1;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;30 - 39;F;2;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;30 - 39;M;1;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;40 - 49;F;5;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;40 - 49;M;6;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;50 - 59;F;3;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;50 - 59;M;12;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;60 - 69;F;4;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;60 - 69;M;7;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;70 - 79;F;1;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;70 - 79;M;9;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;80 - 89;F;5;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;80 - 89;M;3;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;90 - 99;F;1;877613
2021;Norte;AP;OUTROS_SERVICOS_SAUDE;90 - 99;M;1;877613
2021;Norte;AP;POSTO_SAUDE;30 - 39;M;2;877613
2021;Norte;AP;POSTO_SAUDE;40 - 49;M;2;877613
2021;Norte;AP;POSTO_SAUDE;50 - 59;M;5;877613
2021;Norte;AP;POSTO_SAUDE;60 - 69;F;6;877613
2021;Norte;AP;POSTO_SAUDE;60 - 69;M;5;877613
2021;Norte;AP;POSTO_SAUDE;70 - 79;F;1;877613
2021;Norte;AP;POSTO_SAUDE;70 - 79;M;4;877613
